clip_sequence,cum_clip,min_id,max_id,skill,problem_id,user_id,assignment_id,assistment_id,avg_attemptCount,avg_bottomHint,avg_correct,avg_frIsHelpRequest,avg_frPast5HelpRequest,avg_frPast5WrongCount,avg_frPast8HelpRequest,avg_frPast8WrongCount,avg_frWorkingInSchool,avg_hint,avg_hintCount,avg_hintTotal,avg_original,avg_past8BottomOut,avg_scaffold,avg_stlHintUsed,avg_timeSinceSkill,avg_timeTaken,avg_totalFrAttempted,avg_totalFrPastWrongCount,avg_totalFrPercentPastWrong,avg_totalFrSkillOpportunities,avg_totalFrTimeOnSkill,max_attemptCount,max_bottomHint,max_correct,max_frIsHelpRequest,max_frPast5HelpRequest,max_frPast5WrongCount,max_frPast8HelpRequest,max_frPast8WrongCount,max_frWorkingInSchool,max_hint,max_hintCount,max_hintTotal,max_original,max_past8BottomOut,max_scaffold,max_stlHintUsed,max_timeSinceSkill,max_timeTaken,max_totalFrAttempted,max_totalFrPastWrongCount,max_totalFrPercentPastWrong,max_totalFrSkillOpportunities,max_totalFrTimeOnSkill,min_attemptCount,min_bottomHint,min_correct,min_frIsHelpRequest,min_frPast5HelpRequest,min_frPast5WrongCount,min_frPast8HelpRequest,min_frPast8WrongCount,min_frWorkingInSchool,min_hint,min_hintCount,min_hintTotal,min_original,min_past8BottomOut,min_scaffold,min_stlHintUsed,min_timeSinceSkill,min_timeTaken,min_totalFrAttempted,min_totalFrPastWrongCount,min_totalFrPercentPastWrong,min_totalFrSkillOpportunities,min_totalFrTimeOnSkill,sum_attemptCount,sum_bottomHint,sum_correct,sum_frIsHelpRequest,sum_frPast5HelpRequest,sum_frPast5WrongCount,sum_frPast8HelpRequest,sum_frPast8WrongCount,sum_frWorkingInSchool,sum_hint,sum_hintCount,sum_hintTotal,sum_original,sum_past8BottomOut,sum_scaffold,sum_stlHintUsed,sum_timeSinceSkill,sum_timeTaken,sum_totalFrAttempted,sum_totalFrPastWrongCount,sum_totalFrPercentPastWrong,sum_totalFrSkillOpportunities,sum_totalFrTimeOnSkill,confusion,concentration,boredom,frustration,urbanicity
16,529,1087,1088,277,53865,77957,287810,34440,4.5,0,0.5,0,0,0,0,0,1,0.5,2,3,1,0,0,1,0,8.1565,3.5,1,0,3.5,57.913501,5,0,1,0,0,0,0,0,1,1,2,3,1,0,0,1,0,13.672,4,1,0,4,59.234,4,0,0,0,0,0,0,0,1,0,2,3,1,0,0,1,0,2.641,3,1,0,3,56.593002,9,0,1,0,0,0,0,0,2,1,4,6,2,0,0,2,0,16.313,7,2,0,7,115.827002,0,1,0,0,1
16,535,1103,1105,277,53898.66667,77957,287810,34473.66667,2.666666667,0,0.666666667,0,0,0.333333333,0,0.333333333,1,0,0.666666667,3,1,0,0,0.333333333,0,6.546666667,20,3.333333333,0.133333333,20,408.3449933,5,0,1,0,0,1,0,1,1,0,2,3,1,0,0,1,0,9.094,21,4,0.4,21,416.60498,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,2.703,19,3,0,19,399.668,8,0,2,0,0,1,0,1,3,0,2,9,3,0,0,1,0,19.64,60,10,0.4,60,1225.03498,0,1,0,0,1
16,543,1127,1127,0,56864,77957,295923,36504,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,23.718,43,0,0,1,7.047,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,23.718,43,0,0,1,7.047,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,23.718,43,0,0,1,7.047,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,23.718,43,0,0,1,7.047,0,1,0,0,1
16,551,1141,1141,0,56813,77957,295923,36487,4,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,44.936,57,1,0,11,171.355,4,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,44.936,57,1,0,11,171.355,4,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,44.936,57,1,0,11,171.355,4,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,44.936,57,1,0,11,171.355,0,0,0,1,1
17,575,1191,1192,50,87229.5,77957,295930,48589,1,0,1,0,0,0,0,0,1,0,0,3.5,1,0,0,0,0,12.7345,107.5,2.5,0.08571429,17.5,150.961,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,16.422,108,5,0.17142858,35,301.922,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,9.047,107,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,7,2,0,0,0,0,25.469,215,5,0.17142858,35,301.922,1,0,0,0,1
17,576,1193,1195,54,88493,77957,295931,49797,2,0,0,0,0,0.333333333,0,0.333333333,1,0.333333333,0.333333333,4,1,0,0,0,0,5.473666667,110,0.666666667,0,2,22.19766767,3,0,0,0,0,1,0,1,1,1,1,4,1,0,0,0,0,9.265,111,1,0,3,29.718002,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,3.125,109,0,0,1,16.422,6,0,0,0,0,1,0,1,3,1,1,12,3,0,0,0,0,16.421,330,2,0,6,66.593003,1,0,0,0,1
18,666,1382,1382,277,53934,77962,287810,34509,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,20.797,45,2,0.5714286,7,86.327,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,20.797,45,2,0.5714286,7,86.327,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,20.797,45,2,0.5714286,7,86.327,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,20.797,45,2,0.5714286,7,86.327,0,0,1,0,1
18,667,1383,1383,277,53908,77962,287810,34483,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,7.359,46,2,0.5,8,107.12401,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,7.359,46,2,0.5,8,107.12401,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,7.359,46,2,0.5,8,107.12401,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,7.359,46,2,0.5,8,107.12401,0,0,1,0,1
19,685,1429,1430,309,84988,77962,287812,46700,1.5,0,0,0,0,0.5,0,0.5,1,0,0,3,1,0,0,0,0,10.586,92.5,0.5,0,3.5,57.016,2,0,0,0,0,1,0,1,1,0,0,3,1,0,0,0,0,12.422,93,1,0,4,61.391,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,8.75,92,0,0,3,52.641,3,0,0,0,0,1,0,1,2,0,0,6,2,0,0,0,0,21.172,185,1,0,7,114.032,0,0,0,1,1
19,686,1431,1433,309,84988,77962,287812,46700,4,0.333333333,0,0,0,0,0,0,1,1,2,3,1,0,0,0.333333333,0,4.708333333,95,1,0,6,79.10966333,5,1,0,0,0,0,0,0,1,1,3,3,1,0,0,1,0,10.828,96,1,0,7,87.172,3,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0.766,94,1,0,5,73.812996,12,1,0,0,0,0,0,0,3,3,6,9,3,0,0,1,0,14.125,285,3,0,18,237.32899,0,0,0,1,1
19,696,1451,1455,92,172873,77962,295928,92780,8,0.2,0.2,0,0,0,0,0,1,0.6,1.8,3,1,0,0,0.2,0,6.325,116,2,0,12,116.2648018,10,1,1,0,0,0,0,0,1,1,3,3,1,0,0,1,0,17.281,118,2,0,14,125.046005,6,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0.859,114,2,0,10,98.593,40,1,1,0,0,0,0,0,5,3,9,15,5,0,0,1,0,31.625,580,10,0,60,581.324009,1,0,0,0,1
20,720,1508,1509,47,85839,77963,295932,47321,2.5,0,0.5,0.5,0,0,0,0,1,0.5,2,3,1,0,0,0,0,11.907,6.5,0,0,3.5,46.344,4,0,1,1,0,0,0,0,1,1,3,3,1,0,0,0,0,20.532,7,0,0,4,56.61,1,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,3.282,6,0,0,3,36.078,5,0,1,1,0,0,0,0,2,1,4,6,2,0,0,0,0,23.814,13,0,0,7,92.688,0,1,0,0,1
20,727,1517,1517,309,84609,77963,287812,46421,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,25.969,15,1,0.5,2,137.36,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,25.969,15,1,0.5,2,137.36,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,25.969,15,1,0.5,2,137.36,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,25.969,15,1,0.5,2,137.36,0,1,0,0,1
20,738,1545,1548,2,56837.75,77963,295923,36495.5,2.75,0.25,0.5,0.25,0.25,0,0.25,0,1,0.25,2,2.5,0.25,0.25,0.25,0,0,5.24975,44.5,0.25,0.083333335,17.25,224.613505,5,1,1,1,1,0,1,0,1,1,4,4,1,1,1,0,0,13.766,46,1,0.33333334,23,299.563,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.984,43,0,0,3,193.71901,11,1,2,1,1,0,1,0,4,1,8,10,1,1,1,0,0,20.999,178,1,0.33333334,69,898.45402,0,1,0,0,1
21,743,1556,1556,0,109963,77967,287731,58319,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,67.266,2,0,0,1,262.25,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,67.266,2,0,0,1,262.25,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,67.266,2,0,0,1,262.25,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,67.266,2,0,0,1,262.25,0,1,0,0,1
22,758,1577,1577,84,88062,77967,287795,49377,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,61.328,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,61.328,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,61.328,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,61.328,23,0,0,0,0,0,0,0,1,1
22,763,1585,1585,84,87956,77967,287795,49271,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,21.64,31,1,0.125,8,332.87503,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,21.64,31,1,0.125,8,332.87503,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,21.64,31,1,0.125,8,332.87503,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,21.64,31,1,0.125,8,332.87503,0,1,0,0,1
22,768,1601,1601,84,88047,77967,287795,49362,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,16.484,47,2,0.45833334,24,447.39,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,16.484,47,2,0.45833334,24,447.39,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,16.484,47,2,0.45833334,24,447.39,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,16.484,47,2,0.45833334,24,447.39,0,0,1,0,1
22,769,1602,1602,84,88067,77967,287795,49382,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,53.906,48,2,0.44,25,463.87402,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,53.906,48,2,0.44,25,463.87402,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,53.906,48,2,0.44,25,463.87402,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,53.906,48,2,0.44,25,463.87402,0,0,1,0,1
22,776,1660,1660,79,71388,77967,295933,40747,1,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,16.343,106,0,0,1,137.718,1,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,16.343,106,0,0,1,137.718,1,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,16.343,106,0,0,1,137.718,1,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,16.343,106,0,0,1,137.718,0,0,1,0,1
22,777,1661,1661,79,71385,77967,295933,40744,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,32.687,107,0,0,2,154.061,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,32.687,107,0,0,2,154.061,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,32.687,107,0,0,2,154.061,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,32.687,107,0,0,2,154.061,0,0,1,0,1
23,780,1664,1664,281,221694,77968,294361,114204,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.695,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.695,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.695,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.695,0,0,0,0,0,0,1,0,0,1
24,804,1692,1692,99,4898,77968,287765,4902,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,9.859,28,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,9.859,28,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,9.859,28,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,9.859,28,0,0,0,0,0,1,0,0,1
25,816,1708,1717,0,1134,77971,287767,1136,5.5,0,0,0,0,0.1,0,0.1,1,0,0,3,0,0,0,0,0,19.7591,11.5,0.9,0,5.5,250.635996,10,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,196.716,16,1,0,10,270.60498,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0.046,7,0,0,1,73.06,55,0,0,0,0,1,0,1,10,0,0,30,0,0,0,0,0,197.591,115,9,0,55,2506.35996,0,0,1,0,1
26,838,1752,1752,166,163526,78402,524521,87190,3,1,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,117.784,13,2,0,6,591.693,3,1,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,117.784,13,2,0,6,591.693,3,1,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,117.784,13,2,0,6,591.693,3,1,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,117.784,13,2,0,6,591.693,0,1,0,0,3
26,839,1753,1753,166,163526,78402,524521,87190,4,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,129.128,14,2,0,7,709.477,4,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,129.128,14,2,0,7,709.477,4,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,129.128,14,2,0,7,709.477,4,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,129.128,14,2,0,7,709.477,0,1,0,0,3
26,851,1765,1765,21,89106,78402,528632,50246,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,84.382,26,0,0,1,131.935,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,84.382,26,0,0,1,131.935,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,84.382,26,0,0,1,131.935,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,84.382,26,0,0,1,131.935,0,1,0,0,3
27,876,1802,1803,51,53281.5,78768,287803,34036.5,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,9.547,23.5,0,0,1.5,15.3515,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,11.453,24,0,0,2,19.172,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,7.641,23,0,0,1,11.531,2,0,2,0,0,0,0,0,2,0,0,6,2,0,0,0,0,19.094,47,0,0,3,30.703,0,1,0,0,1
28,910,1859,1859,85,30183,78769,287765,24978,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46.953,43,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46.953,43,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46.953,43,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46.953,43,0,0,0,0,0,1,0,0,1
28,915,1868,1869,277,89715,78769,287807,50801,4.5,0,0.5,0,0,0,0,0,1,0.5,1,3,1,0,0,0,0,6.695,52.5,1,0,3.5,104.3260025,5,0,1,0,0,0,0,0,1,1,1,3,1,0,0,0,0,8.672,53,1,0,4,106.685005,4,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,4.718,52,1,0,3,101.967,9,0,1,0,0,0,0,0,2,1,2,6,2,0,0,0,0,13.39,105,2,0,7,208.652005,0,1,0,0,1
28,916,1870,1873,277,89722.75,78769,287807,50808.75,1.75,0,0.5,0,0,0.25,0,0.25,1,0,0,3,1,0,0,0,0,6.34775,55.5,1.5,0.275,6.5,127.75575,3,0,1,0,0,1,0,1,1,0,0,3,1,0,0,0,0,10.297,57,2,0.6,8,136.701,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,3.39,54,1,0,5,115.357,7,0,2,0,0,1,0,1,4,0,0,12,4,0,0,0,0,25.391,222,6,1.1,26,511.023,0,1,0,0,1
29,1251,2401,2401,74,30183,78783,287765,24978,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.093,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.093,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.093,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.093,3,0,0,0,0,0,1,0,0,1
29,1256,2407,2407,0,56788,78783,295923,36479,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,23.109,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,23.109,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,23.109,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,23.109,9,0,0,0,0,0,1,0,0,1
30,1310,2484,2484,75,221687,78785,294361,114202,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,69.972,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,69.972,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,69.972,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,69.972,0,0,0,0,0,1,0,0,0,1
31,1396,2589,2589,100,4902,78803,287765,4902,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,126.5,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,126.5,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,126.5,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,126.5,6,0,0,0,0,0,1,0,0,1
31,1400,2593,2595,309,84768,78803,287812,46533.33333,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,14.187,11,0,0,1,21.27033333,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,29.359,12,0,0,2,34.452,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,5.093,10,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,9,3,0,0,0,0,42.561,33,0,0,3,63.811,0,1,0,0,1
32,1432,2647,2647,13,2286,78806,287768,2289,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,23.625,24,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,23.625,24,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,23.625,24,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,23.625,24,0,0,0,0,0,1,0,0,1
32,1436,2651,2652,12,2264,78806,287761,2264,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,32.6505,28.5,0.5,0,0.5,32.6195,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,65.239,29,1,0,1,65.239,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.062,28,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,65.301,57,1,0,1,65.239,0,1,1,0,1
33,1466,2732,2733,39,1650,78808,287765,1650,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,57.099,53.5,0.5,0,0.5,57.0755,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,114.151,54,1,0,1,114.151,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.047,53,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,114.198,107,1,0,1,114.151,0,0,1,0,1
33,1473,2756,2761,51,66631.33333,78808,287804,39708.33333,1.333333333,0,0.666666667,0,0,0.333333333,0,0.333333333,1,0,0,3.833333333,1,0,0,0,0,3.924666667,79.5,1,0.122222223,2.5,10.9121665,2,0,1,0,0,1,0,1,1,0,0,4,1,0,0,0,0,5.985,82,2,0.4,5,18.109999,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1.453,77,0,0,0,0,8,0,4,0,0,2,0,2,6,0,0,23,6,0,0,0,0,23.548,477,6,0.73333334,15,65.472999,0,0,1,0,1
33,1486,2808,2811,277,84898,78808,287807,46610,2.5,0,0,0,0,0.25,0,0.25,1,0,0,4,1,0,0,0,0,15.03525,130.5,0.75,0,5.5,59.65049675,4,0,0,0,0,1,0,1,1,0,0,4,1,0,0,0,0,51.61,132,1,0,7,75.798996,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,2.484,129,0,0,4,18.939,10,0,0,0,0,1,0,1,4,0,0,16,4,0,0,0,0,60.141,522,3,0,22,238.601987,0,1,0,0,1
34,1509,2912,2912,13,56844,78811,295923,36498,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,129.361,23,1,0.25,4,342.13,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,129.361,23,1,0.25,4,342.13,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,129.361,23,1,0.25,4,342.13,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,129.361,23,1,0.25,4,342.13,0,0,1,0,1
35,1519,2947,2949,0,185444.3333,78814,287805,97134.33333,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,5.104,3,0,0,2,221.6613333,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,8.031,4,0,0,3,226.755,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,3.625,2,0,0,1,215.099,3,0,3,0,0,0,0,0,3,0,0,9,3,0,0,0,0,15.312,9,0,0,6,664.984,0,1,0,0,1
35,1522,2952,2954,49,53761.33333,78814,287806,34345,1.333333333,0,0,0,0,0.333333333,0,0.333333333,1,0,0,0.666666667,0.666666667,0,0.333333333,0,0,6.333333333,8,0.333333333,0,1.666666667,80.71000333,2,0,0,0,0,1,0,1,1,0,0,2,1,0,1,0,0,11.719,9,1,0,4,230.41101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.062,7,0,0,0,0,4,0,0,0,0,1,0,1,3,0,0,2,2,0,1,0,0,19,24,1,0,5,242.13001,1,0,0,0,1
35,1529,2967,2967,277,89736,78814,287807,50822,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,38.798,22,1,0.25,4,109.62599,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,38.798,22,1,0.25,4,109.62599,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,38.798,22,1,0.25,4,109.62599,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,38.798,22,1,0.25,4,109.62599,0,1,0,0,1
36,1634,3102,3107,51,53264,78833,287791,34019,4.5,0.166666667,0.166666667,0,0,0.166666667,0,0.166666667,1,0.5,1.5,3,1,0.166666667,0,0.166666667,0,4.1615,25.5,1,0,3.5,28.58700133,7,1,1,0,0,1,0,1,1,1,3,3,1,1,0,1,0,11.328,28,1,0,6,34.392002,2,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0.891,23,1,0,1,14.782,27,1,1,0,0,1,0,1,6,3,9,18,6,1,0,1,0,24.969,153,6,0,21,171.522008,0,1,0,0,1
36,1637,3111,3113,95,127997.3333,78833,287789,68475.33333,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,13.83866667,33,0,0,1,22.28666667,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,29.797,34,0,0,2,37.063,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,4.453,32,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,9,3,0,0,0,0,41.516,99,0,0,3,66.86,0,1,0,0,1
36,1641,3120,3121,340,187195,78833,287785,98039,4.5,0.5,0.5,0,0,0,0,0,1,0.5,3,3,1,0,0,0,0,9.18,41.5,1,0,3.5,33.5945,5,1,1,0,0,0,0,0,1,1,3,3,1,0,0,0,0,17.985,42,1,0,4,33.782,4,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,0.375,41,1,0,3,33.407,9,1,1,0,0,0,0,0,2,1,6,6,2,0,0,0,0,18.36,83,2,0,7,67.189,0,1,0,0,1
36,1652,3208,3211,309,66860,78833,287782,39860,2.5,0.25,0.25,0.25,0.25,0,0.25,0,1,0.75,2.25,3,0,0,0,0.25,0,5.543,130.5,2,0.220394725,77.5,127.9294725,4,1,1,1,1,0,1,0,1,1,3,3,0,0,0,1,0,14.766,132,2,0.8815789,79,132.31598,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0.406,129,2,0,76,116.36297,10,1,1,1,1,0,1,0,4,3,9,12,0,0,0,1,0,22.172,522,8,0.8815789,310,511.71789,1,0,0,0,1
36,1659,3231,3233,340,187273,78833,287785,98117,2,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,1,1,2,3,1,0,0,0.333333333,0,12.818,153,1,0.066666667,6,76.694669,3,1,0,1,1,0,1,0,1,1,3,3,1,0,0,1,0,36.782,154,1,0.2,7,89.768005,1,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0.453,152,1,0,5,51.767002,6,1,0,1,1,0,1,0,3,3,6,9,3,0,0,1,0,38.454,459,3,0.2,18,230.084007,1,0,0,0,1
37,1668,3243,3243,0,33942,78836,287767,26349,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,17.516,5,2,0.4,5,273.787,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,17.516,5,2,0.4,5,273.787,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,17.516,5,2,0.4,5,273.787,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,17.516,5,2,0.4,5,273.787,0,1,0,0,1
37,1679,3257,3258,312,4466,78836,287767,4468,2.5,0,0,0,0,0.5,0,0.5,1,1,1.5,3,0,0,0,0.5,0,29.532,19.5,2,0,3.5,329.024,3,0,0,0,0,1,0,1,1,1,2,3,0,0,0,1,0,44.22,20,2,0,4,351.134,2,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,14.844,19,2,0,3,306.914,5,0,0,0,0,1,0,1,2,2,3,6,0,0,0,1,0,59.064,39,4,0,7,658.048,0,1,0,0,1
